DOI,Compound_Name,IUPAC_Name,IUPAC_Name_Source,SMILES,SMILES_Source,Standard_InChIKey,Standard_InChIKey_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Connectivity_Key
10.1038/s41467-022-33430-6,26,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,AVAHLUWBHNIBEK-UQZDYNHJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,83,nM,18,82,18.0,,AVAHLUWBHNIBEK
10.1038/s41467-022-33430-6,21,"(2S,4R)-N-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,JIBYEUMFYPHXDU-IZPZSOAFSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,106,nM,18,67,18.0,,JIBYEUMFYPHXDU
10.1038/s41467-022-33430-6,22,"(2S,4R)-N-(2-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,DWIXVVZITJFKIJ-YSWDPXALSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,148,nM,18,75,18.0,,DWIXVVZITJFKIJ
10.1038/s41467-022-33430-6,28,"(2S,4R)-N-[(1R)-2-{[1-(4-{6-bromo-11-cyclopentyl-8-oxo-1,9,11-triazatetracyclo[8.7.0.0²,⁷.0¹²,¹⁷]heptadeca-2,4,6,9,12,14,16-heptaen-14-yl}piperidin-1-yl)-2-methylpropan-2-yl]oxy}-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]-1-[(2S)-2-[(1-fluorocyclopropyl)formamido]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=CC=C2N3C4=CC=C(C=C4N(C3=NC(C12)=O)C1CCCC1)C1CCN(CC1)CC(C)(C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O,OPSIN,YNDPJZDTERTRMN-VDWSIIFJSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,159,nM,18,14,18.0,,YNDPJZDTERTRMN
10.1038/s41467-022-33430-6,10,"(2S,4R)-N-((R)-2-(((R)-1-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propan-2-yl)oxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)C[C@@H](C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,AYSNCSVZNJFPCS-JAHFJGENSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,174,nM,18,68,18.0,,AYSNCSVZNJFPCS
10.1038/s41467-022-33430-6,22,"(2S,4R)-N-(2-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,DWIXVVZITJFKIJ-YSWDPXALSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,175,nM,4,71,4.0,,DWIXVVZITJFKIJ
10.1038/s41467-022-33430-6,23,"(2S,4R)-N-(2-(4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)butoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,UUZDQZUUNLKFCW-MXPJCAPISA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,"1,260",nM,18,76,18.0,,UUZDQZUUNLKFCW
10.1038/s41467-022-33430-6,9,"(2S,4R)-N-((R)-2-(((R)-1-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propan-2-yl)oxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)C[C@@H](C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,BWFPCIGALPXWPF-BLVIHPBHSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,1779,nM,18,88,18.0,,BWFPCIGALPXWPF
10.1038/s41467-022-33430-6,12,,,,,,,SMARCA4,VHL,capillary electrophoresis,RKO,5828,nM,18,94,18.0,,
10.1038/s41467-022-33430-6,7,"(2S,4S)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUPGTSRNDUFWBT-DERHVEAWSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,8162,nM,18,91,18.0,,DUPGTSRNDUFWBT
10.1038/s41467-022-33430-6,7,"(2S,4S)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUPGTSRNDUFWBT-DERHVEAWSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,10423,nM,18,93,18.0,,DUPGTSRNDUFWBT
10.1038/s41467-022-33430-6,12,,,,,,,SMARCA2,VHL,capillary electrophoresis,RKO,7516423,nM,18,82,18.0,,
10.1038/s41467-022-33430-6,20,"(2S,4R)-N-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YKFXDFNVNSIDSQ-LTJJNQLXSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,NCI-H1568,>2500,nM,4,,,,YKFXDFNVNSIDSQ
10.1038/s41467-022-33430-6,ACBI2,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,"(2S,4R)-N-[(1S,4S)-6-[4-(4-bromo-7-cyclopentyl-5-oxobenzimidazolo[1,2-a]quinazolin-9-yl)piperidin-1-yl]-4-methyl-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]hexyl]-1-[(2S)-2-[(1-fluorocyclopropanecarbonyl)amino]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",PUBCHEM,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN + PUBCHEM,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,5,"(2S,4R)-N-(2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YUFHVVATBPCYPQ-BQGOKDIQSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,18,,,,YUFHVVATBPCYPQ
10.1038/s41467-022-33430-6,5,"(2S,4R)-N-(2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YUFHVVATBPCYPQ-BQGOKDIQSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,YUFHVVATBPCYPQ
10.1038/s41467-022-33430-6,5,"(2S,4R)-N-(2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YUFHVVATBPCYPQ-BQGOKDIQSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,YUFHVVATBPCYPQ
10.1038/s41467-022-33430-6,7,"(2S,4S)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUPGTSRNDUFWBT-DERHVEAWSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,DUPGTSRNDUFWBT
10.1038/s41467-022-33430-6,7,"(2S,4S)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUPGTSRNDUFWBT-DERHVEAWSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,DUPGTSRNDUFWBT
10.1038/s41467-022-33430-6,8,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,HOBINWBQKZMFPS-BYIGUQMMSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,18,,,,HOBINWBQKZMFPS
10.1038/s41467-022-33430-6,8,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,HOBINWBQKZMFPS-BYIGUQMMSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,HOBINWBQKZMFPS
10.1038/s41467-022-33430-6,9,"(2S,4R)-N-((R)-2-(((R)-1-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propan-2-yl)oxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)C[C@@H](C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,BWFPCIGALPXWPF-BLVIHPBHSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,BWFPCIGALPXWPF
10.1038/s41467-022-33430-6,12,,,,,,,SMARCA2,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,
10.1038/s41467-022-33430-6,12,,,,,,,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,
10.1038/s41467-022-33430-6,19,"(2S,4S)-N-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC1=C(CNC(=O)[C@H]3N(C[C@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YKFXDFNVNSIDSQ-PANYNOAMSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,>25000,nM,18,,,,YKFXDFNVNSIDSQ
10.1038/s41467-022-33430-6,19,"(2S,4S)-N-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC1=C(CNC(=O)[C@H]3N(C[C@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YKFXDFNVNSIDSQ-PANYNOAMSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,18,,,,YKFXDFNVNSIDSQ
10.1038/s41467-022-33430-6,19,"(2S,4S)-N-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC1=C(CNC(=O)[C@H]3N(C[C@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YKFXDFNVNSIDSQ-PANYNOAMSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,YKFXDFNVNSIDSQ
10.1038/s41467-022-33430-6,19,"(2S,4S)-N-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC1=C(CNC(=O)[C@H]3N(C[C@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YKFXDFNVNSIDSQ-PANYNOAMSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,YKFXDFNVNSIDSQ
10.1038/s41467-022-33430-6,20,"(2S,4R)-N-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YKFXDFNVNSIDSQ-LTJJNQLXSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,>25000,nM,18,,,,YKFXDFNVNSIDSQ
10.1038/s41467-022-33430-6,20,"(2S,4R)-N-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YKFXDFNVNSIDSQ-LTJJNQLXSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,18,,,,YKFXDFNVNSIDSQ
10.1038/s41467-022-33430-6,20,"(2S,4R)-N-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YKFXDFNVNSIDSQ-LTJJNQLXSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,YKFXDFNVNSIDSQ
10.1038/s41467-022-33430-6,20,"(2S,4R)-N-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,YKFXDFNVNSIDSQ-LTJJNQLXSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,,,,YKFXDFNVNSIDSQ
