DOI,Compound_Name,IUPAC_Name,SMILES,SMILES_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Standard_InChIKey,Standard_InChIKey_Source,IUPAC_Name_Source,Connectivity_Key
10.1038/s41467-022-33430-6,11,"(2S,4R)-N-((S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropane-1 carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,2±1,nM,4,73±6,4,,NWAHMEWTPAKOEQ-UQZDYNHJSA-N,OPSIN,,NWAHMEWTPAKOEQ
10.1038/s41467-022-33430-6,11,"(2S,4R)-N-((S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropane-1 carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,15±9,nM,4,53±16,4,,NWAHMEWTPAKOEQ-UQZDYNHJSA-N,OPSIN,,NWAHMEWTPAKOEQ
10.1038/s41467-022-33430-6,11,"(2S,4R)-N-((S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropane-1 carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,NCI-H1568,8±4,nM,4,90±0.3,4,,NWAHMEWTPAKOEQ-UQZDYNHJSA-N,OPSIN,,NWAHMEWTPAKOEQ
10.1038/s41467-022-33430-6,ACBI2,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1 fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,1±1,nM,18,81±7,18,,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,ACBI2,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1 fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,32±12,nM,18,67±8,18,,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,ACBI2,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1 fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,4±1,nM,4,71±2,4,,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,ACBI2,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1 fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,>25000,nM,4,-,4,,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,ACBI2,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1 fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,NCI-H1568,13±14,nM,4,86±6,4,,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,21,"(2S,4R)-N-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1 fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,106±38,nM,18,67±8,18,,JIBYEUMFYPHXDU-IZPZSOAFSA-N,OPSIN,,JIBYEUMFYPHXDU
10.1038/s41467-022-33430-6,21,"(2S,4R)-N-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1 fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,83±78,nM,18,75±3,18,,JIBYEUMFYPHXDU-IZPZSOAFSA-N,OPSIN,,JIBYEUMFYPHXDU
10.1038/s41467-022-33430-6,21,"(2S,4R)-N-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1 fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,>25000,nM,4,-,4,,JIBYEUMFYPHXDU-IZPZSOAFSA-N,OPSIN,,JIBYEUMFYPHXDU
10.1038/s41467-022-33430-6,21,"(2S,4R)-N-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)-2-(1 fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOCCOCCOC1=C(CNC(=O)[C@H]3N(C[C@@H](C3)O)C([C@H](C(C)(C)C)NC(=O)C3(CC3)F)=O)C=CC(=C1)C1=C(N=CS1)C)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,21±19,nM,4,61±16,4,,JIBYEUMFYPHXDU-IZPZSOAFSA-N,OPSIN,,JIBYEUMFYPHXDU
10.1038/s41467-022-33430-6,22,"(2S,4R)-N-(2-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2 a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)- 2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",,,SMARCA2,VHL,capillary electrophoresis,RKO,148±97,nM,18,75±8,18,,,,,
10.1038/s41467-022-33430-6,22,"(2S,4R)-N-(2-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2 a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)- 2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",,,SMARCA4,VHL,capillary electrophoresis,RKO,77±67,nM,18,89±5,18,,,,,
10.1038/s41467-022-33430-6,22,"(2S,4R)-N-(2-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2 a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)- 2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",,,SMARCA2,VHL,capillary electrophoresis,RKO,175±165,nM,4,71±25,4,,,,,
10.1038/s41467-022-33430-6,22,"(2S,4R)-N-(2-(2-(2-(2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2 a]quinazolin-9-yl)piperidin-1-yl)ethoxy)ethoxy)ethoxy)ethoxy)-4-(4-methylthiazol-5-yl)benzyl)-1-((S)- 2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",,,SMARCA4,VHL,capillary electrophoresis,RKO,54±47,nM,4,84±1,4,,,,,
10.1038/s41467-022-33430-6,25,"(2S,4R)-N-((S)-5-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)pentyl)-1-((S)-2-(1-fluorocyclopropane-1 carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,3±1,nM,18,80±6,18,,DUMGQWGEQKWEFM-VDWSIIFJSA-N,OPSIN,,DUMGQWGEQKWEFM
10.1038/s41467-022-33430-6,25,"(2S,4R)-N-((S)-5-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)pentyl)-1-((S)-2-(1-fluorocyclopropane-1 carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,40±16,nM,18,52±21,18,,DUMGQWGEQKWEFM-VDWSIIFJSA-N,OPSIN,,DUMGQWGEQKWEFM
10.1038/s41467-022-33430-6,25,"(2S,4R)-N-((S)-5-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)pentyl)-1-((S)-2-(1-fluorocyclopropane-1 carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,3±1,nM,4,66±5,4,,DUMGQWGEQKWEFM-VDWSIIFJSA-N,OPSIN,,DUMGQWGEQKWEFM
10.1038/s41467-022-33430-6,25,"(2S,4R)-N-((S)-5-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)pentyl)-1-((S)-2-(1-fluorocyclopropane-1 carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,83±22,nM,4,34±6,4,,DUMGQWGEQKWEFM-VDWSIIFJSA-N,OPSIN,,DUMGQWGEQKWEFM
10.1038/s41467-022-33430-6,26,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2 carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,6±2,nM,18,82±4,18,,AVAHLUWBHNIBEK-UQZDYNHJSA-N,OPSIN,,AVAHLUWBHNIBEK
10.1038/s41467-022-33430-6,26,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2 carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,83±21,nM,18,82±5,18,,AVAHLUWBHNIBEK-UQZDYNHJSA-N,OPSIN,,AVAHLUWBHNIBEK
10.1038/s41467-022-33430-6,26,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2 carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,12±7,nM,4,77±3,4,,AVAHLUWBHNIBEK-UQZDYNHJSA-N,OPSIN,,AVAHLUWBHNIBEK
10.1038/s41467-022-33430-6,26,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2 carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,81±14,nM,4,61±15,4,,AVAHLUWBHNIBEK-UQZDYNHJSA-N,OPSIN,,AVAHLUWBHNIBEK
10.1038/s41467-022-33430-6,27,"(2S,4R)-N-((R)-2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)propoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,2±1,nM,18,85±3,18,,XGGRSWLTWPSBCO-VDWSIIFJSA-N,OPSIN,,XGGRSWLTWPSBCO
10.1038/s41467-022-33430-6,27,"(2S,4R)-N-((R)-2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)propoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,29±6,nM,18,83±7,18,,XGGRSWLTWPSBCO-VDWSIIFJSA-N,OPSIN,,XGGRSWLTWPSBCO
10.1038/s41467-022-33430-6,27,"(2S,4R)-N-((R)-2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)propoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,5±2,nM,4,70±7,4,,XGGRSWLTWPSBCO-VDWSIIFJSA-N,OPSIN,,XGGRSWLTWPSBCO
10.1038/s41467-022-33430-6,27,"(2S,4R)-N-((R)-2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9 yl)piperidin-1-yl)propoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,42±3,nM,4,55±2,4,,XGGRSWLTWPSBCO-VDWSIIFJSA-N,OPSIN,,XGGRSWLTWPSBCO
10.1038/s41467-022-33430-6,28,"N-[(1R)-2-{[1-(4-{6-bromo-11-cyclopentyl-8-oxo-1,9,11-triazatetracyclo[8.7.0.0²,⁷.0¹²,¹⁷]heptadeca-2,4,6,9,12,14,16-heptaen-14-yl}piperidin-1-yl)-2-methylpropan-2-yl]oxy}-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]-1-[(2S)-2-[(1-fluorocyclopropyl)formamido]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=CC=C2N3C4=CC=C(C=C4N(C3=NC(C12)=O)C1CCCC1)C1CCN(CC1)CC(C)(C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)C1N(CC(C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,5±2,nM,18,76±11,18,,YNDPJZDTERTRMN-XMIJWXHRSA-N,OPSIN,,YNDPJZDTERTRMN
10.1038/s41467-022-33430-6,28,"N-[(1R)-2-{[1-(4-{6-bromo-11-cyclopentyl-8-oxo-1,9,11-triazatetracyclo[8.7.0.0²,⁷.0¹²,¹⁷]heptadeca-2,4,6,9,12,14,16-heptaen-14-yl}piperidin-1-yl)-2-methylpropan-2-yl]oxy}-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]-1-[(2S)-2-[(1-fluorocyclopropyl)formamido]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",BrC=1C=CC=C2N3C4=CC=C(C=C4N(C3=NC(C12)=O)C1CCCC1)C1CCN(CC1)CC(C)(C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)C1N(CC(C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,159±57,nM,18,14±42,18,,YNDPJZDTERTRMN-XMIJWXHRSA-N,OPSIN,,YNDPJZDTERTRMN
